;price;brand;model;year;mileage;state;color_simple;condition_simple
2194;13900.0;ford;fusion;2019;29633.0;north carolina;white;2 days left
2195;13900.0;ford;fusion;2019;27461.0;north carolina;;2 days left
2196;50500.0;ford;f-650;2018;74961.0;pennsylvania;white;2 days left
2197;13600.0;ford;fusion;2019;32154.0;north carolina;gray;2 days left
2198;55000.0;ford;srw;2018;37245.0;pennsylvania;black;3 days left
2199;13800.0;ford;fusion;2019;29345.0;north carolina;white;2 days left
2200;56000.0;ford;srw;2018;25371.0;pennsylvania;black;3 days left
2201;13800.0;ford;fusion;2019;30054.0;north carolina;silver;2 days left
2202;45800.0;ford;srw;2018;11173.0;pennsylvania;white;2 days left
2203;13800.0;ford;fusion;2019;30902.0;north carolina;;2 days left
2204;5500.0;nissan;sentra;2018;31231.0;north carolina;silver;5 days left
2205;14400.0;nissan;altima;2020;10728.0;arizona;gray;2 days left
2206;11450.0;nissan;sport;2018;35374.0;florida;white;More than one week left
2207;11000.0;nissan;sport;2018;36715.0;florida;black;More than one week left
2208;11450.0;nissan;sport;2018;33437.0;florida;red;More than one week left
2209;11000.0;nissan;sport;2018;36788.0;florida;black;More than one week left
2210;11200.0;nissan;sport;2018;35491.0;florida;black;More than one week left
2211;11400.0;nissan;sport;2018;33644.0;florida;black;More than one week left
2212;11450.0;nissan;sport;2018;35831.0;florida;gray;More than one week left
2213;11050.0;nissan;sport;2018;35050.0;florida;gray;More than one week left
2214;11400.0;nissan;sport;2018;34924.0;florida;gray;More than one week left
2215;11050.0;nissan;sport;2018;34962.0;florida;silver;More than one week left
2216;10850.0;nissan;sport;2018;39985.0;florida;gray;More than one week left
2217;10900.0;nissan;sport;2018;38816.0;florida;red;More than one week left
2218;10450.0;nissan;sport;2018;41579.0;florida;red;More than one week left
2219;10800.0;nissan;sport;2018;40455.0;florida;gray;More than one week left
2220;10850.0;nissan;sport;2018;39996.0;florida;white;More than one week left
2221;10800.0;nissan;sport;2018;41077.0;florida;black;More than one week left
2222;10850.0;nissan;sport;2018;39183.0;florida;gray;More than one week left
2223;10800.0;nissan;sport;2018;40478.0;florida;black;More than one week left
2224;10900.0;nissan;sport;2018;38806.0;florida;white;More than one week left
2225;10400.0;nissan;sport;2018;45331.0;florida;black;More than one week left
2226;10500.0;nissan;sport;2018;43531.0;florida;black;More than one week left
2227;10800.0;nissan;sport;2018;41033.0;florida;silver;More than one week left
2228;10800.0;nissan;sport;2018;40332.0;florida;gray;More than one week left
2229;11200.0;nissan;frontier;2019;22319.0;arizona;silver;2 days left
2230;11100.0;nissan;rogue;2019;22305.0;arizona;black;2 days left
2231;12200.0;nissan;maxima;2019;36996.0;arizona;black;2 days left
2232;4000.0;nissan;sentra;2019;1.0;arizona;black;2 days left
2233;9000.0;nissan;versa;2019;27611.0;arizona;gray;2 days left
2234;14900.0;nissan;rogue;2019;26516.0;arizona;silver;2 days left
2235;4600.0;nissan;rogue;2019;31397.0;arizona;black;2 days left
2236;6400.0;nissan;versa;2019;18300.0;arizona;red;2 days left
2237;10400.0;nissan;note;2019;26743.0;arizona;white;2 days left
2238;7800.0;nissan;versa;2019;15832.0;arizona;black;2 days left
2239;12300.0;nissan;sport;2019;31939.0;arizona;white;2 days left
2240;10900.0;nissan;sentra;2019;31037.0;arizona;gray;2 days left
2241;8500.0;nissan;versa;2019;22521.0;arizona;white;2 days left
2242;7300.0;nissan;versa;2019;31335.0;arizona;white;2 days left
2243;5900.0;nissan;versa;2019;28315.0;arizona;red;2 days left
2244;20000.0;nissan;armada;2017;83437.0;texas;white;6 days left
2245;11200.0;nissan;altima;2018;42250.0;wisconsin;black;Less than one day left
2246;14400.0;nissan;rogue;2018;45732.0;wisconsin;black;Less than one day left
2247;16500.0;nissan;pathfinder;2018;49185.0;wisconsin;white;Less than one day left
2248;13400.0;nissan;rogue;2017;45826.0;wisconsin;silver;Less than one day left
2251;19800.0;nissan;pathfinder;2018;34138.0;florida;white;Less than one day left
2252;8800.0;nissan;versa;2018;34761.0;florida;white;Less than one day left
2253;12800.0;nissan;rogue;2018;32656.0;florida;black;Less than one day left
2254;8800.0;nissan;versa;2018;34837.0;florida;red;Less than one day left
2255;3500.0;nissan;altima;2019;30099.0;missouri;white;More than one week left
2256;750.0;nissan;sentra;2018;37088.0;missouri;gray;More than one week left
2258;22300.0;nissan;titan;2017;17195.0;texas;white;2 days left
2259;8300.0;nissan;sedan;2018;43064.0;california;gray;More than one week left
2260;8300.0;nissan;sedan;2018;47510.0;california;gray;More than one week left
2261;8000.0;nissan;sedan;2018;52571.0;california;gray;More than one week left
2262;15200.0;nissan;frontier;2018;12129.0;alabama;black;Less than one day left
2263;6700.0;nissan;sedan;2017;62280.0;california;white;More than one week left
2266;8400.0;nissan;juke;2017;58529.0;connecticut;white;3 days left
2268;25500.0;nissan;armada;2020;10317.0;california;black;1 days left
2270;13900.0;nissan;altima;2020;15160.0;california;black;1 days left
2272;14700.0;nissan;pathfinder;2017;31198.0;connecticut;white;3 days left
2274;18800.0;nissan;titan;2017;15621.0;missouri;white;Less than one day left
2275;7800.0;nissan;versa;2018;54815.0;california;red;Less than one day left
2277;8000.0;nissan;versa;2018;56255.0;california;silver;Less than one day left
2279;7200.0;nissan;sentra;2017;54117.0;connecticut;silver;3 days left
2282;14000.0;nissan;rogue;2018;37655.0;florida;white;Less than one day left
2285;12500.0;nissan;sport;2018;43187.0;california;gray;2 days left
2287;8000.0;nissan;versa;2018;53903.0;california;gray;2 days left
2289;8300.0;nissan;versa;2018;48977.0;california;white;2 days left
2291;8000.0;nissan;versa;2018;50871.0;california;black;2 days left
2293;8000.0;nissan;versa;2018;53098.0;california;white;2 days left
2295;7800.0;nissan;versa;2018;51552.0;california;red;2 days left
2296;8000.0;nissan;versa;2018;54692.0;california;white;2 days left
2297;18500.0;nissan;frontier;2019;18611.0;california;white;More than one week left
2298;8000.0;nissan;versa;2018;51654.0;california;black;2 days left
2299;18300.0;nissan;frontier;2019;24046.0;california;white;More than one week left
2300;7500.0;nissan;versa;2018;65184.0;california;red;2 days left
2301;29800.0;nissan;armada;2019;37398.0;california;black;More than one week left
2302;21100.0;nissan;rogue;2020;19597.0;south carolina;silver;Less than one day left
2303;16200.0;nissan;rogue;2019;34122.0;california;silver;More than one week left
2304;6998.0;nissan;doors;2015;43651.0;vermont;black;11 days left
2305;14700.0;nissan;rogue;2020;15387.0;pennsylvania;gray;2 days left
2306;19000.0;nissan;cargo;2020;264.0;california;black;Less than one day left
2308;7998.0;nissan;doors;2015;62921.0;vermont;red;11 days left
2309;10999.0;nissan;doors;2015;43279.0;massachusetts;black;11 days left
2311;8495.0;nissan;doors;2015;45043.0;new hampshire;black;11 days left
2312;19925.0;nissan;murano;2016;42837.0;alabama;gray;Less than one day left
2313;9500.0;nissan;sentra;2018;42782.0;new jersey;black;Less than one day left
2314;12750.0;nissan;doors;2015;24629.0;massachusetts;white;11 days left
2316;11621.0;nissan;doors;2015;12840.0;rhode island;white;11 days left
2317;11590.0;nissan;doors;2015;63933.0;new hampshire;red;11 days left
2319;11390.0;nissan;doors;2015;37953.0;new york;black;11 days left
2320;14500.0;nissan;rogue;2017;8677.0;tennessee;black;4 days left
2321;12000.0;nissan;rogue;2020;11583.0;ohio;black;2 days left
2322;15000.0;nissan;altima;2020;14320.0;ohio;black;2 days left
2324;28000.0;nissan;armada;2018;29554.0;pennsylvania;gray;3 days left
2325;17500.0;nissan;maxima;2018;39309.0;pennsylvania;black;2 days left
2326;18000.0;nissan;maxima;2018;34951.0;pennsylvania;silver;3 days left
2327;13200.0;nissan;sport;2018;35870.0;pennsylvania;black;2 days left
2328;17000.0;nissan;altima;2018;44423.0;texas;gray;Less than one day left
2329;6700.0;nissan;xterra;2012;92982.0;georgia;black;Less than one day left
2330;23300.0;nissan;murano;2018;36844.0;texas;white;Less than one day left
2331;26800.0;nissan;titan;2018;33605.0;new mexico;white;Less than one day left
2332;18200.0;nissan;sport;2018;28009.0;tennessee;black;Less than one day left
2333;18700.0;nissan;rogue;2018;41366.0;virginia;silver;Less than one day left
2335;16000.0;nissan;rogue;2018;39598.0;virginia;;Less than one day left
2336;19400.0;nissan;rogue;2020;21009.0;minnesota;black;Less than one day left
2337;10900.0;nissan;sentra;2018;28880.0;tennessee;silver;Less than one day left
2338;15800.0;nissan;sport;2018;28626.0;virginia;black;Less than one day left
2339;19800.0;nissan;rogue;2020;14850.0;minnesota;silver;Less than one day left
2340;19000.0;nissan;rogue;2018;41096.0;virginia;black;Less than one day left
2341;18000.0;nissan;rogue;2020;12748.0;minnesota;black;Less than one day left
2342;19800.0;nissan;rogue;2020;14531.0;minnesota;black;Less than one day left
2343;19700.0;nissan;rogue;2020;15931.0;minnesota;black;Less than one day left
2344;20100.0;nissan;rogue;2020;10875.0;minnesota;black;Less than one day left
2345;19700.0;nissan;frontier;2019;31172.0;minnesota;silver;Less than one day left
2346;23400.0;nissan;frontier;2019;16248.0;minnesota;white;Less than one day left
2347;23300.0;nissan;frontier;2019;18137.0;minnesota;black;Less than one day left
2348;17500.0;nissan;altima;2019;25664.0;minnesota;black;Less than one day left
2349;17100.0;nissan;altima;2019;31026.0;minnesota;black;Less than one day left
2350;15800.0;nissan;altima;2019;41287.0;minnesota;silver;Less than one day left
2351;13600.0;nissan;altima;2019;43612.0;minnesota;black;Less than one day left
2352;14400.0;nissan;altima;2019;29545.0;minnesota;black;Less than one day left
2353;19800.0;nissan;frontier;2019;24303.0;minnesota;silver;Less than one day left
2354;17200.0;nissan;altima;2019;29661.0;minnesota;gray;Less than one day left
2355;20300.0;nissan;frontier;2019;18857.0;minnesota;silver;Less than one day left
2356;20500.0;nissan;frontier;2019;14470.0;minnesota;gray;Less than one day left
2357;16500.0;nissan;altima;2019;42364.0;minnesota;silver;Less than one day left
2358;16000.0;nissan;altima;2019;37108.0;minnesota;black;Less than one day left
2359;14600.0;nissan;altima;2019;26432.0;minnesota;black;Less than one day left
2360;16300.0;nissan;rogue;2019;24174.0;minnesota;white;Less than one day left
2361;15400.0;nissan;sport;2019;30756.0;minnesota;silver;Less than one day left
2362;15800.0;nissan;rogue;2019;32473.0;minnesota;black;Less than one day left
2363;15800.0;nissan;sport;2019;22947.0;minnesota;black;Less than one day left
2364;21400.0;nissan;murano;2018;17127.0;georgia;white;Less than one day left
2365;15300.0;nissan;kicks;2019;20793.0;minnesota;gray;Less than one day left
2366;20100.0;nissan;pathfinder;2019;32519.0;minnesota;black;Less than one day left
2367;11300.0;nissan;sentra;2019;26930.0;minnesota;gray;Less than one day left
2368;10700.0;nissan;sentra;2019;40839.0;minnesota;black;Less than one day left
2369;16000.0;nissan;rogue;2018;44732.0;south carolina;;Less than one day left
2370;16600.0;nissan;rogue;2019;19292.0;minnesota;white;Less than one day left
2371;15800.0;nissan;sport;2019;24155.0;minnesota;gray;Less than one day left
2372;11600.0;nissan;sentra;2019;33369.0;minnesota;black;Less than one day left
2373;15000.0;nissan;rogue;2017;28918.0;virginia;red;Less than one day left
2374;17600.0;nissan;rogue;2019;21623.0;minnesota;black;Less than one day left
2375;36300.0;nissan;xd;2017;16224.0;virginia;white;Less than one day left
2376;15600.0;nissan;sport;2019;26406.0;minnesota;silver;Less than one day left
2377;14000.0;nissan;rogue;2017;27790.0;virginia;green;Less than one day left
2378;16600.0;nissan;rogue;2019;19182.0;minnesota;black;Less than one day left
2379;12600.0;nissan;sentra;2017;11837.0;tennessee;gray;Less than one day left
2380;20900.0;nissan;pathfinder;2019;21774.0;minnesota;black;Less than one day left
2382;15600.0;nissan;sport;2019;27206.0;minnesota;white;Less than one day left
2383;18900.0;nissan;rogue;2019;20508.0;minnesota;silver;Less than one day left
2384;15700.0;nissan;sport;2019;24987.0;minnesota;black;Less than one day left
2385;21900.0;nissan;pathfinder;2019;21273.0;minnesota;gray;Less than one day left
2386;21700.0;nissan;pathfinder;2019;23863.0;minnesota;black;Less than one day left
2387;14600.0;nissan;rogue;2016;31566.0;virginia;gray;Less than one day left
2388;12000.0;nissan;sentra;2019;25261.0;minnesota;gray;Less than one day left
2389;21000.0;nissan;pathfinder;2019;20628.0;minnesota;silver;Less than one day left
2391;15900.0;nissan;rogue;2019;30645.0;minnesota;silver;Less than one day left
2393;9900.0;nissan;versa;2019;39985.0;minnesota;black;Less than one day left
2394;10600.0;nissan;sentra;2018;39208.0;minnesota;black;Less than one day left
2395;10100.0;nissan;sentra;2018;45080.0;minnesota;black;Less than one day left
2396;13300.0;nissan;sport;2018;39247.0;minnesota;gray;Less than one day left
2397;10100.0;nissan;sentra;2018;46382.0;minnesota;white;Less than one day left
2398;10300.0;nissan;sentra;2018;39893.0;minnesota;black;Less than one day left
2399;10300.0;nissan;sentra;2018;41203.0;minnesota;gray;Less than one day left
2400;10300.0;nissan;sentra;2018;40648.0;minnesota;black;Less than one day left
2401;24000.0;nissan;murano;2018;31551.0;minnesota;gray;Less than one day left
2402;10400.0;nissan;sentra;2018;38761.0;minnesota;gray;Less than one day left
2403;10200.0;nissan;sentra;2018;42838.0;minnesota;gray;Less than one day left
2404;9500.0;nissan;versa;2018;41557.0;minnesota;black;Less than one day left
2405;10500.0;nissan;sentra;2018;41136.0;minnesota;black;Less than one day left
2406;10500.0;nissan;sentra;2018;41141.0;minnesota;silver;Less than one day left
2408;9300.0;nissan;versa;2018;52260.0;minnesota;black;Less than one day left
2409;14100.0;nissan;rogue;2016;22041.0;pennsylvania;silver;2 days left
2412;11000.0;nissan;rogue;2016;37605.0;pennsylvania;black;2 days left
2413;11000.0;nissan;rogue;2016;63738.0;pennsylvania;green;Less than one day left
2416;20400.0;nissan;pathfinder;2018;24143.0;south carolina;silver;Less than one day left
2419;15100.0;nissan;rogue;2017;28079.0;south carolina;gray;Less than one day left
2422;22600.0;nissan;titan;2017;94258.0;south carolina;gray;Less than one day left
2425;20500.0;nissan;pathfinder;2017;25918.0;missouri;white;4 days left
2426;14200.0;nissan;rogue;2018;37830.0;ohio;black;Less than one day left
2427;22000.0;nissan;frontier;2018;13875.0;ohio;white;Less than one day left
2428;16200.0;nissan;frontier;2018;6024.0;ohio;silver;Less than one day left
2430;16000.0;nissan;sport;2018;30409.0;ohio;black;Less than one day left
2431;14300.0;nissan;sport;2018;44864.0;ohio;gray;Less than one day left
2432;16800.0;nissan;pathfinder;2019;42397.0;florida;silver;Less than one day left
2433;11900.0;nissan;sentra;2018;16778.0;ohio;gray;Less than one day left
2435;15000.0;nissan;rogue;2019;34692.0;florida;gray;Less than one day left
2436;15200.0;nissan;rogue;2019;30721.0;florida;gray;Less than one day left
2438;22700.0;nissan;nvp;2016;21282.0;ohio;white;Less than one day left
2441;11400.0;nissan;sentra;2018;10372.0;illinois;black;Less than one day left
2442;28100.0;nissan;pathfinder;2018;8889.0;illinois;silver;Less than one day left
2443;3500.0;nissan;sentra;2017;127780.0;illinois;gray;Less than one day left
2444;15200.0;nissan;murano;2016;59640.0;illinois;orange;Less than one day left
2446;13400.0;nissan;rogue;2016;46178.0;illinois;black;Less than one day left
2447;12500.0;nissan;altima;2018;34460.0;florida;gray;2 days left
2448;16500.0;nissan;pathfinder;2018;30594.0;florida;black;Less than one day left
2449;16500.0;nissan;pathfinder;2018;39817.0;florida;silver;Less than one day left
2450;16500.0;nissan;pathfinder;2018;40419.0;florida;black;Less than one day left
2451;13900.0;nissan;rogue;2018;35493.0;florida;black;2 days left
2452;13900.0;nissan;rogue;2018;37073.0;florida;gray;Less than one day left
2454;16500.0;nissan;pathfinder;2018;34640.0;florida;white;Less than one day left
2455;13900.0;nissan;rogue;2018;38760.0;florida;white;Less than one day left
2456;16500.0;nissan;pathfinder;2018;34841.0;florida;black;2 days left
2457;13900.0;nissan;rogue;2018;35065.0;florida;gray;2 days left
2458;12400.0;nissan;altima;2018;37741.0;florida;black;Less than one day left
2459;13000.0;nissan;altima;2018;27488.0;florida;gray;Less than one day left
2460;16500.0;nissan;pathfinder;2018;37452.0;florida;gray;Less than one day left
2461;13900.0;nissan;rogue;2018;39797.0;florida;black;Less than one day left
2462;16500.0;nissan;pathfinder;2018;36714.0;florida;black;Less than one day left
2463;13900.0;nissan;rogue;2018;36207.0;florida;black;Less than one day left
2464;13900.0;nissan;rogue;2018;38563.0;florida;black;Less than one day left
2465;13900.0;nissan;rogue;2018;39885.0;florida;silver;Less than one day left
2466;12100.0;nissan;altima;2018;41852.0;florida;silver;Less than one day left
2467;16500.0;nissan;pathfinder;2018;39454.0;florida;silver;Less than one day left
2468;16500.0;nissan;pathfinder;2018;40203.0;florida;black;Less than one day left
2469;13900.0;nissan;rogue;2018;34547.0;florida;white;Less than one day left
2471;18800.0;nissan;pathfinder;2019;31123.0;north carolina;white;Less than one day left
2472;9200.0;nissan;versa;2018;33808.0;florida;black;2 days left
2473;30100.0;nissan;titan;2019;30599.0;north carolina;black;Less than one day left
2474;9200.0;nissan;versa;2018;33931.0;florida;black;2 days left
2475;11100.0;nissan;sentra;2019;40359.0;north carolina;black;Less than one day left
2476;13900.0;nissan;rogue;2018;44313.0;florida;white;Less than one day left
2477;9100.0;nissan;versa;2018;33078.0;florida;black;Less than one day left
2478;22800.0;nissan;frontier;2019;24320.0;illinois;black;Less than one day left
2479;13900.0;nissan;rogue;2018;42502.0;florida;black;Less than one day left
2480;12600.0;nissan;altima;2019;33497.0;california;gray;1 days left
2481;9200.0;nissan;versa;2018;39577.0;florida;silver;2 days left
2482;12100.0;nissan;altima;2019;36974.0;california;gray;1 days left
2483;9200.0;nissan;versa;2018;41220.0;florida;black;Less than one day left
2484;2300.0;nissan;frontier;2019;1.0;california;silver;1 days left
2485;13900.0;nissan;rogue;2018;41539.0;florida;black;Less than one day left
2486;9500.0;nissan;sentra;2019;19646.0;california;black;1 days left
2487;13900.0;nissan;rogue;2018;39924.0;florida;white;Less than one day left
2488;1700.0;nissan;note;2019;33279.0;california;red;1 days left
2489;13900.0;nissan;rogue;2018;40259.0;florida;gray;Less than one day left
2490;10400.0;nissan;sentra;2019;25264.0;california;black;1 days left
2491;9200.0;nissan;versa;2018;35677.0;florida;black;Less than one day left
2492;7400.0;nissan;versa;2019;35511.0;california;black;1 days left
2493;9200.0;nissan;versa;2018;33027.0;florida;black;Less than one day left
2494;7800.0;nissan;versa;2019;23609.0;california;red;1 days left
2495;9200.0;nissan;versa;2018;34553.0;florida;silver;Less than one day left
2496;9200.0;nissan;versa;2018;31594.0;florida;silver;Less than one day left
2497;9200.0;nissan;versa;2018;32557.0;florida;black;2 days left
2498;9200.0;nissan;versa;2018;31371.0;florida;silver;Less than one day left
